Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 208,N[C@@H](Cc1c[nH]c2c1cccc2)COc1cncc(c1)/C=C/c1ccncc1,C23H22N4O,370.45,28,21,0.13,7,4,2,112.56,76.82,2.79,3.23,3.86,1.65,4.72,3.25,-4.26,2.01e-02,5.44e-05,Moderately soluble,-4.52,1.13e-02,3.05e-05,Moderately soluble,-7.85,5.26e-06,1.42e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.27,0,0,0,0,0,0.55,0,0,1,3.66
Molecule 209,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,C15H10O5,270.24,20,16,0.00,1,5,3,73.99,90.90,1.89,3.02,2.58,0.52,2.52,2.11,-3.94,3.07e-02,1.14e-04,Soluble,-4.59,6.88e-03,2.55e-05,Moderately soluble,-4.40,1.07e-02,3.94e-05,Moderately soluble,High,No,No,Yes,No,No,Yes,Yes,-5.80,0,0,0,0,0,0.55,0,0,0,2.96
Molecule 210,O=C(O[C@@H](C(=O)O)Cc1ccc(c(c1)O)O)/C=C/c1ccc(c2c1[C@H](C(=O)O[C@@H](C(=O)O)Cc1ccc(c(c1)O)O)[C@H](O2)c1ccc(c(c1)O)O)O,C36H30O16,718.61,52,24,0.17,14,16,9,178.07,278.04,1.45,3.98,2.90,0.25,2.57,2.23,-6.22,4.33e-04,6.02e-07,Poorly soluble,-9.52,2.17e-07,3.02e-10,Poorly soluble,-4.41,2.82e-02,3.93e-05,Moderately soluble,Low,No,No,No,No,No,No,No,-7.86,3,3,2,1,4,0.11,1,3,3,6.00
Molecule 211,O[C@@H]1[C@H](O)[C@H](C[C@H]1[n+]1cccc(c1)C(=O)N)COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)O)O,C22H30N7O13P2+,662.46,44,15,0.50,11,16,8,144.68,328.65,-5.04,-5.33,-2.67,-4.00,-5.82,-4.57,-0.12,5.08e+02,7.66e-01,Very soluble,-0.92,7.93e+01,1.20e-01,Very soluble,1.48,2.01e+04,3.04e+01,Soluble,Low,No,No,No,No,No,No,No,-14.13,3,4,2,1,5,0.11,0,2,2,6.20
Molecule 212,Cc1cccc(n1)C1=C(CNN1)c1ccc2c(n1)cccn2,C17H15N5,289.33,22,16,0.12,2,4,2,93.80,62.73,2.19,1.62,1.55,1.29,2.87,1.90,-3.06,2.52e-01,8.70e-04,Soluble,-2.55,8.16e-01,2.82e-03,Soluble,-6.76,5.06e-05,1.75e-07,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.91,0,0,0,0,0,0.55,0,0,0,3.44
Molecule 213,OCCn1ncc2c1ccc(c2)Oc1ccc(cc1CNC(=O)Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)F,C31H33FN6O3,556.63,41,26,0.26,11,6,3,156.79,106.23,3.82,5.32,6.15,4.31,4.40,4.80,-6.39,2.29e-04,4.11e-07,Poorly soluble,-7.30,2.77e-05,4.98e-08,Poorly soluble,-9.71,1.08e-07,1.94e-10,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,Yes,-5.92,2,4,1,1,1,0.17,0,0,3,4.23
Molecule 214,COc1cc(Nc2nccc(n2)N(c2ccc3c(c2)[nH]nc3C)C)cc(c1OC)OC,C22H24N6O3,420.46,31,21,0.23,7,6,2,120.11,97.42,2.63,4.04,4.20,1.96,2.95,3.16,-5.03,3.91e-03,9.30e-06,Moderately soluble,-5.79,6.83e-04,1.62e-06,Moderately soluble,-7.65,9.41e-06,2.24e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.00,0,0,0,0,0,0.55,0,0,2,3.37
Molecule 215,COc1c(O)ccc2c1cc([N+](=O)[O-])c1c2c2OCOc2cc1C(=O)O,C17H11NO8,357.27,26,14,0.12,3,8,2,91.81,131.04,1.88,3.21,3.04,0.84,0.66,1.93,-4.28,1.88e-02,5.27e-05,Moderately soluble,-5.63,8.30e-04,2.32e-06,Moderately soluble,-3.76,6.15e-02,1.72e-04,Soluble,High,No,No,Yes,No,Yes,No,No,-6.20,0,0,0,0,0,0.56,0,3,1,2.81
Molecule 216,O=C1NC(=O)/C(=C/c2ccc(o2)c2ccc(cc2)S(=O)(=O)N)/S1,C14H10N2O5S2,350.37,23,11,0.00,3,6,2,87.83,153.15,1.22,1.52,2.51,-0.20,1.27,1.26,-3.13,2.62e-01,7.49e-04,Soluble,-4.34,1.58e-02,4.52e-05,Moderately soluble,-4.46,1.23e-02,3.51e-05,Moderately soluble,Low,No,No,No,No,No,No,No,-7.36,0,0,1,1,1,0.55,0,2,1,3.49
Molecule 217,N#Cc1cc(cc(c1)Cl)Oc1cc(ccc1Cl)OCc1n[nH]c2c1ccc(n2)N,C20H13Cl2N5O2,426.26,29,21,0.05,5,5,2,110.52,109.84,2.64,4.47,4.95,2.79,4.50,3.87,-5.50,1.33e-03,3.13e-06,Moderately soluble,-6.50,1.36e-04,3.19e-07,Poorly soluble,-8.32,2.06e-06,4.83e-09,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.73,0,0,0,0,0,0.55,0,0,2,3.09
Molecule 218,OC(=O)CCNC(=O)c1ccc(cc1)/N=N/c1ccc(c(c1)C(=O)O)O,C17H15N3O6,357.32,26,12,0.12,8,8,4,90.42,148.65,1.92,2.20,2.71,1.03,1.98,1.97,-3.25,1.99e-01,5.56e-04,Soluble,-4.96,3.96e-03,1.11e-05,Moderately soluble,-3.95,4.02e-02,1.12e-04,Soluble,Low,No,No,No,No,No,No,No,-6.92,0,0,1,1,0,0.56,1,1,2,2.47
Molecule 219,OC(=O)CCN(C(=O)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=N)N)c1ccccn1,C25H25N7O3,471.51,35,21,0.16,10,6,4,134.35,150.22,1.79,1.70,2.64,1.89,1.71,1.95,-3.62,1.14e-01,2.41e-04,Soluble,-4.47,1.60e-02,3.39e-05,Moderately soluble,-6.65,1.06e-04,2.25e-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-7.97,0,1,1,1,1,0.55,0,2,2,3.29
Molecule 220,COc1ccc(cc1C[C@]([C@@H]1CNCCO1)(C1CCOCC1)O)F,C18H26FNO4,339.40,24,6,0.67,5,6,2,91.79,59.95,3.09,1.31,1.56,1.36,3.19,2.10,-2.62,8.06e-01,2.37e-03,Soluble,-2.17,2.30e+00,6.77e-03,Soluble,-4.22,2.05e-02,6.04e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-7.44,0,0,0,0,0,0.55,0,0,0,3.81
Molecule 221,O=c1cc(c2c([nH]1)ccc(c2)N(CC(F)(F)F)CC(F)(F)F)C(F)(F)F,C14H9F9N2O,392.22,26,10,0.36,6,10,1,73.77,36.10,2.23,4.12,8.15,3.82,5.14,4.69,-4.76,6.88e-03,1.75e-05,Moderately soluble,-4.58,1.02e-02,2.60e-05,Moderately soluble,-6.34,1.78e-04,4.55e-07,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-5.77,0,1,0,1,0,0.55,0,0,2,2.29
Molecule 222,N=C1NC(=O)/C(=C/c2ccc(o2)c2ccc(cc2)S(=O)(=O)N)/S1,C14H11N3O4S2,349.38,23,11,0.00,3,6,3,90.83,159.93,1.49,1.61,2.32,-0.20,1.40,1.32,-3.18,2.33e-01,6.66e-04,Soluble,-4.58,9.18e-03,2.63e-05,Moderately soluble,-4.60,8.78e-03,2.51e-05,Moderately soluble,Low,No,No,No,No,No,No,No,-7.29,0,0,1,1,1,0.55,0,2,0,3.49
Molecule 223,C#CCOc1ccc(cc1)Nc1nc(ncc1F)Nc1ccc(c(c1)S(=O)(=O)NC(=O)CC)C,C23H22FN5O4S,483.52,34,18,0.17,10,7,3,126.02,130.69,2.90,3.72,5.22,2.28,2.89,3.40,-4.91,5.91e-03,1.22e-05,Moderately soluble,-6.16,3.38e-04,6.98e-07,Poorly soluble,-8.24,2.77e-06,5.73e-09,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,Yes,-6.61,0,1,0,0,0,0.55,0,1,3,3.68
Molecule 224,COc1cc(ccc1O)c1oc2cc(O)cc(c2c(=O)c1O)O,C16H12O7,316.26,23,16,0.06,2,7,4,82.50,120.36,2.35,1.87,2.29,-0.31,2.06,1.65,-3.36,1.38e-01,4.35e-04,Soluble,-4.02,3.03e-02,9.57e-05,Moderately soluble,-3.94,3.65e-02,1.15e-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.90,0,0,0,0,0,0.55,0,0,0,3.26
Molecule 225,CN(CCNC(=O)Cn1c2ccc(cc2c2c1nc1cc(C)c(cc1n2)C)Cl)C,C22H24ClN5O,409.91,29,17,0.32,6,4,1,118.68,63.05,3.83,3.89,3.69,2.79,3.98,3.64,-4.87,5.53e-03,1.35e-05,Moderately soluble,-4.91,5.02e-03,1.22e-05,Moderately soluble,-7.69,8.29e-06,2.02e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.04,0,0,0,0,0,0.55,0,0,2,2.98
Molecule 226,OCc1cccc(n1)/C=C/c1ccc(o1)[N+](=O)[O-],C12H10N2O4,246.22,18,11,0.08,4,5,1,66.82,92.08,1.88,1.37,1.88,1.17,0.57,1.37,-2.42,9.41e-01,3.82e-03,Soluble,-2.91,3.05e-01,1.24e-03,Soluble,-3.06,2.13e-01,8.67e-04,Soluble,High,No,No,No,No,No,No,No,-6.83,0,0,0,0,0,0.55,0,2,1,2.99
Molecule 227,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(c1=O)C)c1ccccc1,C19H17ClN2O3,356.80,25,16,0.16,4,3,1,100.43,62.54,2.68,3.65,3.56,3.12,3.15,3.23,-4.56,9.80e-03,2.75e-05,Moderately soluble,-4.65,7.95e-03,2.23e-05,Moderately soluble,-5.76,6.19e-04,1.73e-06,Moderately soluble,High,Yes,No,No,Yes,Yes,No,No,-5.88,0,0,0,0,0,0.55,0,0,2,2.52
Molecule 228,CCCC[C@H](Cc1c[nH]c2c1cccc2)NC(=O)c1cnc(s1)N1CCN(CC1)C,C23H31N5OS,425.59,30,14,0.48,9,3,2,131.75,92.50,3.31,4.77,3.15,2.17,4.92,3.66,-5.24,2.48e-03,5.82e-06,Moderately soluble,-6.44,1.53e-04,3.60e-07,Poorly soluble,-6.82,6.44e-05,1.51e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.51,0,1,0,0,0,0.55,0,0,3,4.20
Molecule 229,CN(C(=O)c1c(O)c2ccccc2n(c1=O)C)c1ccccc1,C18H16N2O3,308.33,23,16,0.11,3,3,1,90.61,62.54,2.44,2.66,2.52,2.39,2.13,2.43,-3.74,5.56e-02,1.80e-04,Soluble,-3.62,7.31e-02,2.37e-04,Soluble,-4.77,5.25e-03,1.70e-05,Moderately soluble,High,Yes,No,No,No,Yes,No,No,-6.29,0,0,0,0,0,0.55,0,0,0,2.29
Molecule 230,FC[C@H](COc1ccc2c(c1)ccc(n2)c1ccc(nc1)NC)O,C18H18FN3O2,327.35,24,16,0.22,6,5,2,91.60,67.27,2.51,2.80,3.28,1.58,3.41,2.72,-3.73,6.08e-02,1.86e-04,Soluble,-3.87,4.42e-02,1.35e-04,Soluble,-6.56,8.97e-05,2.74e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.31,0,0,0,0,0,0.55,0,0,0,3.21
Molecule 231,COc1c(C)cnc(c1C)Cn1cnc2c1nc(N)nc2Cl,C14H15ClN6O,318.76,22,15,0.29,3,5,1,84.71,91.74,2.38,1.93,2.14,0.50,2.12,1.81,-3.34,1.46e-01,4.58e-04,Soluble,-3.48,1.05e-01,3.31e-04,Soluble,-5.03,2.97e-03,9.33e-06,Moderately soluble,High,No,Yes,Yes,No,No,Yes,Yes,-6.87,0,0,0,0,0,0.55,0,0,0,2.62
Molecule 232,O=Cc1ccccc1O[P@](=O)(OCc1ccccc1)O,C14H13O5P,292.22,20,12,0.07,6,5,1,73.72,82.64,2.01,1.75,3.04,1.59,2.31,2.14,-2.80,4.61e-01,1.58e-03,Soluble,-3.10,2.31e-01,7.90e-04,Soluble,-4.18,1.91e-02,6.55e-05,Moderately soluble,High,No,No,Yes,Yes,No,No,No,-6.84,0,0,0,0,0,0.56,0,2,0,3.51
Molecule 233,OCCn1cc(c(c1c1ccccc1C(F)(F)F)C)C(=O)Nc1ccc(cc1)S(=O)(=O)C,C22H21F3N2O4S,466.47,32,17,0.23,8,7,2,114.38,96.78,2.86,2.90,6.17,2.73,3.92,3.72,-4.42,1.76e-02,3.76e-05,Moderately soluble,-4.59,1.19e-02,2.55e-05,Moderately soluble,-7.50,1.49e-05,3.19e-08,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,Yes,-7.09,0,1,0,1,0,0.55,0,0,2,3.39
Molecule 234,O=C(Nc1noc(c1)C(C)(C)C)Nc1ccc(cc1)c1cn2c(n1)sc1c2ccc(c1)OCCN1CCOCC1,C29H32N6O4S,560.67,40,23,0.34,10,7,2,160.37,134.40,5.02,5.64,5.09,2.59,4.34,4.54,-6.63,1.30e-04,2.32e-07,Poorly soluble,-8.23,3.33e-06,5.94e-09,Poorly soluble,-8.65,1.25e-06,2.22e-09,Poorly soluble,Low,No,Yes,No,Yes,Yes,Yes,Yes,-5.72,1,3,0,1,1,0.55,0,0,3,4.43
Molecule 235,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1c1ccc(cc1)c1nnco1,C19H16N6O4S,424.43,30,23,0.11,6,9,1,107.13,141.37,2.47,1.43,3.60,0.50,1.79,1.96,-3.54,1.21e-01,2.86e-04,Soluble,-4.00,4.21e-02,9.91e-05,Moderately soluble,-7.69,8.63e-06,2.03e-08,Poorly soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.87,0,0,1,1,0,0.55,0,0,1,3.66
Molecule 236,Cc1cc(OCP(=O)(O)O)cc(c1Cc1ccc(c(c1)Cc1ccccc1)O)C,C23H25O5P,412.42,29,18,0.22,7,5,3,114.78,96.80,2.11,4.38,4.70,3.40,4.38,3.80,-5.15,2.90e-03,7.02e-06,Moderately soluble,-6.13,3.06e-04,7.43e-07,Poorly soluble,-7.36,1.78e-05,4.33e-08,Poorly soluble,High,No,No,No,No,Yes,Yes,Yes,-5.71,0,0,0,0,0,0.56,0,1,2,3.65
Molecule 237,CCN(C(=O)c1c(O)c2c(CC)cccc2n(c1=O)C)c1ccccc1,C21H22N2O3,350.41,26,16,0.24,5,3,1,105.19,62.54,3.34,3.82,3.47,3.08,3.43,3.43,-4.54,1.00e-02,2.85e-05,Moderately soluble,-4.83,5.20e-03,1.48e-05,Moderately soluble,-5.94,4.01e-04,1.15e-06,Moderately soluble,High,Yes,No,No,Yes,Yes,Yes,No,-5.73,0,0,0,0,0,0.55,0,0,2,2.71
Molecule 238,OC(=O)c1cc(O)c2c(n1)c(=O)cc1c2nc2ccccc2o1,C16H8N2O5,308.25,23,18,0.00,1,7,2,81.18,113.52,1.36,1.67,2.24,-1.05,2.27,1.30,-3.32,1.49e-01,4.83e-04,Soluble,-3.67,6.62e-02,2.15e-04,Soluble,-5.00,3.07e-03,9.95e-06,Moderately soluble,High,No,No,Yes,No,No,Yes,Yes,-6.99,0,0,0,0,0,0.56,0,2,0,3.00
Molecule 239,COc1ccc(c(c1)c1ccc(nc1N)NC(=O)c1ccnn1C)Cl,C17H16ClN5O2,357.79,25,17,0.12,5,4,2,96.84,95.06,2.40,2.54,2.80,1.53,2.02,2.26,-3.83,5.27e-02,1.47e-04,Soluble,-4.18,2.35e-02,6.56e-05,Moderately soluble,-5.80,5.68e-04,1.59e-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.68,0,0,0,0,0,0.55,0,0,1,2.84
Molecule 240,Clc1ccc(c(c1)Cl)C(=O)N(c1cc(sc1C(=O)O)c1ccccc1)C(C)C,C21H17Cl2NO3S,434.34,28,17,0.14,6,3,1,115.46,85.85,3.16,6.20,6.48,4.34,6.08,5.25,-6.49,1.40e-04,3.22e-07,Poorly soluble,-7.79,7.08e-06,1.63e-08,Poorly soluble,-7.30,2.15e-05,4.95e-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-4.55,1,1,0,1,1,0.56,0,0,2,3.34
Molecule 241,CC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)C,C23H26O3,350.45,26,12,0.35,7,3,0,104.43,35.53,4.55,6.24,5.61,4.43,5.34,5.24,-5.82,5.26e-04,1.50e-06,Moderately soluble,-6.77,5.92e-05,1.69e-07,Poorly soluble,-6.71,6.91e-05,1.97e-07,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-4.01,1,1,0,0,1,0.55,0,1,2,3.89
Molecule 242,OC(=O)CCCCN(c1ccc(cc1)/C=C/c1ccc(cc1)[N+](=O)[O-])C,C20H22N2O4,354.40,26,12,0.25,9,4,1,105.84,86.36,2.89,4.36,4.24,2.89,2.02,3.28,-4.53,1.04e-02,2.94e-05,Moderately soluble,-5.89,4.57e-04,1.29e-06,Moderately soluble,-5.06,3.10e-03,8.75e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,Yes,-5.37,0,0,0,0,0,0.56,1,3,3,2.55
Molecule 243,Oc1ccccc1c1cc2c([nH]1)ccc(c2)C(=[NH2+])N,C15H14N3O+,252.29,19,15,0.00,2,1,4,77.69,87.63,1.23,2.32,1.00,1.93,2.87,1.87,-3.32,1.21e-01,4.81e-04,Soluble,-3.80,4.01e-02,1.59e-04,Soluble,-4.96,2.73e-03,1.08e-05,Moderately soluble,High,No,No,Yes,No,No,Yes,No,-6.19,0,0,0,0,0,0.55,0,2,0,2.12
Molecule 244,OC(=O)COC(=O)N[C@]12CC[C@H](CC1)[C@@H]1[C@H]2C(=O)N(C1=O)c1ccc(cc1)NC(=O)C,C21H23N3O7,429.42,31,6,0.48,8,7,3,111.12,142.11,2.06,0.38,0.93,0.81,0.40,0.92,-2.36,1.89e+00,4.39e-03,Soluble,-2.93,5.05e-01,1.18e-03,Soluble,-3.38,1.79e-01,4.17e-04,Soluble,Low,No,Yes,No,No,No,No,No,-8.65,0,0,1,1,0,0.56,0,1,2,4.09
Molecule 245,COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(cc1)O,C18H17N3O4S,371.41,26,18,0.06,6,5,3,99.41,108.93,1.73,2.79,4.23,1.28,1.31,2.27,-4.02,3.57e-02,9.62e-05,Moderately soluble,-4.73,6.85e-03,1.85e-05,Moderately soluble,-6.59,9.64e-05,2.59e-07,Poorly soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.58,0,0,0,0,0,0.55,0,1,1,3.13
Molecule 246,CNC(=O)c1nccc(c1)Oc1ccc2c(c1)sc(n2)N[C@@H]1CCCC[C@H]1O,C20H22N4O3S,398.48,28,15,0.35,6,5,3,109.32,124.61,2.86,3.42,3.37,1.48,3.18,2.86,-4.47,1.36e-02,3.42e-05,Moderately soluble,-5.72,7.65e-04,1.92e-06,Moderately soluble,-5.85,5.64e-04,1.42e-06,Moderately soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.30,0,0,0,0,0,0.55,0,0,1,3.95
Molecule 247,COc1ccc(cc1)CNC(=O)Nc1ncc(s1)[N+](=O)[O-],C12H12N4O4S,308.31,21,11,0.17,7,5,2,79.42,137.31,0.93,2.59,2.04,0.12,0.17,1.17,-3.31,1.51e-01,4.91e-04,Soluble,-5.12,2.33e-03,7.54e-06,Moderately soluble,-3.76,5.33e-02,1.73e-04,Soluble,High,No,No,Yes,Yes,No,No,No,-6.34,0,0,0,1,0,0.55,0,2,0,2.94
Molecule 248,Nc1nccc(n1)c1c2c(O)ccnc2n2c1ccnc2N,C14H11N7O,293.28,22,19,0.00,1,5,3,82.35,128.24,1.50,1.34,1.23,0.35,-0.15,0.85,-3.08,2.46e-01,8.40e-04,Soluble,-3.63,6.80e-02,2.32e-04,Soluble,-3.86,4.04e-02,1.38e-04,Soluble,High,No,Yes,Yes,No,No,No,No,-7.14,0,0,0,0,0,0.55,0,0,0,2.57
Molecule 249,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1O)O,C21H20O6,368.38,27,16,0.19,4,6,3,104.20,100.13,3.21,4.77,4.09,1.31,4.28,3.53,-5.30,1.83e-03,4.97e-06,Moderately soluble,-6.60,9.17e-05,2.49e-07,Poorly soluble,-5.75,6.58e-04,1.79e-06,Moderately soluble,High,No,No,No,No,Yes,No,No,-5.16,0,0,0,0,0,0.55,0,1,2,3.79
Molecule 250,CC[C@@]1(O)C[C@H](O[C@@H]2O[C@@H](C)[C@H]([C@H](C2)N(C)C)O[C@@H]2C[C@H](O)[C@H]([C@@H](O2)C)O[C@H]2CCC(=O)[C@H](O2)C)c2c(C1)cc1c(c2O)C(=O)c2c(C1=O)cccc2O,C40H51NO13,753.83,54,12,0.62,8,14,4,192.61,190.75,5.04,3.69,3.12,-0.66,2.84,2.81,-6.47,2.53e-04,3.35e-07,Poorly soluble,-7.39,3.10e-05,4.11e-08,Poorly soluble,-5.54,2.17e-03,2.88e-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.28,2,3,1,1,3,0.17,1,0,3,7.71
Molecule 251,CC#C[C@@]1(O)CC[C@@H]2[C@@]1(C)C[C@H](c1ccc(cc1)N(CCO[C@H]1CC[C@@]3([C@@H](C1)C[C@H]([C@@H]1[C@@H]3C[C@H](O)[C@@]3([C@H]1CC[C@@H]3[C@@H](CCC(=O)O)C)C)O)C)C)C1=C3CCC(=O)C=C3CC[C@@H]21,C54H75NO7,850.18,62,6,0.74,10,7,4,248.03,127.53,7.19,7.66,9.34,5.54,8.04,7.56,-9.35,3.81e-07,4.48e-10,Poorly soluble,-10.18,5.64e-08,6.64e-11,Insoluble,-8.97,9.05e-07,1.06e-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-6.05,2,4,0,1,3,0.56,1,1,3,9.05
Molecule 252,COc1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)O,C16H12O6,300.26,22,16,0.06,2,6,3,80.48,100.13,2.44,3.10,2.59,0.22,2.55,2.18,-4.06,2.61e-02,8.69e-05,Moderately soluble,-4.87,4.04e-03,1.35e-05,Moderately soluble,-4.52,9.07e-03,3.02e-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-5.93,0,0,0,0,0,0.55,0,0,0,3.06
Molecule 253,COc1ccc(cc1)CC(NC[C@@H](c1cc(O)cc2c1OCC(=O)N2)O)(C)C,C21H26N2O5,386.44,28,12,0.38,7,6,4,109.27,100.05,2.94,1.78,1.48,0.92,2.94,2.01,-3.21,2.37e-01,6.13e-04,Soluble,-3.50,1.22e-01,3.17e-04,Soluble,-5.79,6.27e-04,1.62e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.39,0,0,0,0,0,0.55,0,0,1,3.72
Molecule 254,ClC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,C21H20Cl2O3,391.29,26,12,0.29,7,3,0,104.41,35.53,4.42,6.50,5.96,4.43,5.57,5.38,-6.24,2.25e-04,5.75e-07,Poorly soluble,-7.04,3.55e-05,9.07e-08,Poorly soluble,-7.13,2.89e-05,7.38e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-4.07,1,1,0,1,1,0.55,0,0,2,3.73
Molecule 255,COc1cc(cc(c1OC)OC)N(Cc1cnc2c(c1C)c(N)nc(n2)N)C,C19H24N6O3,384.43,28,16,0.32,6,6,2,109.28,121.64,2.57,2.07,2.02,0.81,1.60,1.81,-3.55,1.07e-01,2.79e-04,Soluble,-4.25,2.14e-02,5.58e-05,Moderately soluble,-5.59,9.90e-04,2.58e-06,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.18,0,0,0,0,0,0.55,1,0,1,3.09
Molecule 256,COc1ccccc1[C@H](Cn1c(=O)n(c(=O)c2c1sc(c2C)c1ncco1)C(C(=O)O)(C)C)OC1CCOCC1,C28H31N3O8S,569.63,40,20,0.43,9,9,1,149.28,163.26,4.01,3.25,3.63,1.64,4.53,3.41,-5.20,3.63e-03,6.38e-06,Moderately soluble,-6.35,2.53e-04,4.44e-07,Poorly soluble,-6.18,3.78e-04,6.64e-07,Poorly soluble,Low,No,Yes,No,No,Yes,Yes,Yes,-7.47,2,3,1,1,1,0.11,0,0,2,5.09
Molecule 257,COc1ccc(cc1CN(c1ccc2c(c1)c(N)nc(n2)N)C)OC,C18H21N5O2,339.39,25,16,0.22,5,4,2,100.02,99.52,2.72,2.40,2.31,1.47,1.56,2.09,-3.60,8.53e-02,2.51e-04,Soluble,-4.13,2.51e-02,7.39e-05,Moderately soluble,-5.48,1.13e-03,3.32e-06,Moderately soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-6.67,0,0,0,0,0,0.55,0,0,0,2.49
Molecule 258,C[C@H]1C[C@@H](CC[C@H]1C(=O)N1CC[C@@]2([C@H]1CCc1c2ccc(c1)C(C(F)(F)F)(C(F)(F)F)F)S(=O)(=O)c1ccc(cc1)F)C(=O)O,C30H29F8NO5S,667.61,45,12,0.53,8,13,1,148.66,100.13,3.44,6.06,10.31,5.17,6.06,6.21,-7.47,2.28e-05,3.42e-08,Poorly soluble,-7.94,7.62e-06,1.14e-08,Poorly soluble,-8.26,3.64e-06,5.46e-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-6.07,2,4,0,1,3,0.56,0,0,3,5.63
Molecule 259,CCCCC1(CCCC)CS(=O)(=O)c2c([C@H]([C@H]1O)c1ccc(cc1)OCc1ccc(cc1)C[N+]13CCN(CC1)CC3)cc(cc2)N(C)C,C40H56N3O4S+,674.96,48,18,0.55,13,5,1,205.29,78.46,2.02,7.12,6.64,0.72,4.12,4.12,-7.93,7.93e-06,1.18e-08,Poorly soluble,-8.59,1.75e-06,2.59e-09,Poorly soluble,-11.93,7.99e-10,1.18e-12,Insoluble,Low,No,Yes,No,Yes,No,No,Yes,-5.36,1,4,1,1,2,0.55,0,1,3,7.45
Molecule 260,C=CC(c1cc(/C=C/C(=O)c2ccc(cc2)O)c(cc1O)OC)(C)C,C21H22O4,338.40,25,12,0.19,6,4,2,100.39,66.76,2.70,4.90,4.36,2.92,4.78,3.93,-4.98,3.51e-03,1.04e-05,Moderately soluble,-6.04,3.10e-04,9.16e-07,Poorly soluble,-5.17,2.30e-03,6.79e-06,Moderately soluble,High,Yes,No,Yes,No,Yes,No,Yes,-4.89,0,0,0,0,0,0.55,0,2,1,3.23
